# t (s)	mx ()	my ()	mz ()	MaxAngle (rad)	phi (degree)	f_RF (GHz)
3.2506218765453116e-08	0.69050735	0.7135134	0.0005192608	0.10742913	45	3.5e+09
3.2510608142377483e-08	0.6906527	0.7133669	0.00018920757	0.10727281	45	3.5e+09
3.251645784232828e-08	0.6906163	0.7134014	-0.00025322245	0.10688129	45	3.5e+09
3.2520846341053304e-08	0.6904163	0.71359926	-0.000583255	0.10647993	45	3.5e+09
3.2525235566397784e-08	0.69006985	0.7139429	-0.00090845814	0.10601286	45	3.5e+09
3.253108840484449e-08	0.6893846	0.7146221	-0.0013294595	0.10532794	45	3.5e+09
3.253547837150125e-08	0.6887087	0.71529114	-0.0016320369	0.10478796	45	3.5e+09
3.254133207792784e-08	0.6876017	0.7163839	-0.0020126232	0.10405888	45	3.5e+09
3.254572032573231e-08	0.6866265	0.7173433	-0.002277342	0.10351807	45	3.5e+09
3.2550108941776016e-08	0.68553567	0.71841323	-0.002521647	0.10298371	45	3.5e+09
3.255595971493885e-08	0.68391776	0.7199933	-0.0028115443	0.10227509	45	3.5e+09
3.2560349187130824e-08	0.6825949	0.7212794	-0.0029994212	0.10173423	45	3.5e+09
3.2566201735241085e-08	0.68070734	0.7231052	-0.003206862	0.1009808	45	3.5e+09
3.257059065966013e-08	0.6792155	0.72454065	-0.0033280666	0.100370556	45	3.5e+09
3.2576443705688115e-08	0.6771498	0.7265173	-0.0034414288	0.0994665	45	3.5e+09
3.2580832391998886e-08	0.6755622	0.72802806	-0.0034889914	0.0987055	45	3.5e+09
3.258522154766038e-08	0.6739576	0.72954774	-0.0035037692	0.09785507	45	3.5e+09
3.2591071246215904e-08	0.67181885	0.73156154	-0.003472036	0.096574076	45	3.5e+09
3.259545931946105e-08	0.6702345	0.73304534	-0.003409776	0.09549308	45	3.5e+09
3.260131141048989e-08	0.66817695	0.7349619	-0.0032763518	0.09390077	45	3.5e+09
3.260570041297677e-08	0.6666952	0.73633534	-0.0031396062	0.09259619	45	3.5e+09
3.261008989215916e-08	0.6652819	0.73763984	-0.0029727523	0.09121545	45	3.5e+09
3.261594350873552e-08	0.6635284	0.73925143	-0.0027061508	0.089282334	45	3.5e+09
3.262033389416951e-08	0.66232884	0.74034965	-0.0024755874	0.08779598	45	3.5e+09
3.262618555191055e-08	0.660907	0.7416475	-0.0021317352	0.085806236	45	3.5e+09
3.263057533786301e-08	0.659987	0.74248517	-0.0018496289	0.08434369	45	3.5e+09
3.263642850265545e-08	0.6589735	0.7434066	-0.0014465303	0.082486555	45	3.5e+09
3.264081764775039e-08	0.65838355	0.7439432	-0.0011279099	0.08119383	45	3.5e+09
3.2645208138982005e-08	0.65794575	0.7443422	-0.0007986574	0.08001681	45	3.5e+09
3.265106346402126e-08	0.6576063	0.7446541	-0.0003487826	0.07865933	45	3.5e+09
3.2655453361943093e-08	0.657538	0.7447206	-7.723632e-06	0.077831216	45	3.5e+09
3.266130408530054e-08	0.6576961	0.74458534	0.00044552327	0.0773722	45	3.5e+09
3.266569286087233e-08	0.65799946	0.74431753	0.0007802553	0.077657	45	3.5e+09
3.267008159324054e-08	0.65845764	0.74390966	0.0011068862	0.07772458	45	3.5e+09
3.2675933456108815e-08	0.65930057	0.74315506	0.0015244413	0.07746391	45	3.5e+09
3.26803218635802e-08	0.6600978	0.74243766	0.0018202693	0.07701512	45	3.5e+09
3.26861753100865e-08	0.66136575	0.74129164	0.0021865407	0.077517815	45	3.5e+09
3.2690564630024084e-08	0.6624572	0.74030024	0.0024367017	0.07829439	45	3.5e+09
3.2696415528836994e-08	0.66407824	0.7388203	0.0027332497	0.07962585	45	3.5e+09
3.270080414204044e-08	0.66540295	0.7376043	0.0029254656	0.08082997	45	3.5e+09
3.2705193398644925e-08	0.66680694	0.73630965	0.0030899502	0.08219522	45	3.5e+09
3.271104473239364e-08	0.6687771	0.734482	0.0032637352	0.0842375	45	3.5e+09
3.271543344358823e-08	0.6703107	0.7330511	0.0033586232	0.08590702	45	3.5e+09
3.2721286515810974e-08	0.67240226	0.73108757	0.0034365514	0.088269874	45	3.5e+09
3.2725675514928306e-08	0.67398655	0.7295912	0.0034580615	0.09011739	45	3.5e+09
3.2730063976814534e-08	0.675568	0.7280895	0.0034478698	0.09199604	45	3.5e+09
3.2735913435580094e-08	0.677647	0.7261036	0.0033854754	0.09450212	45	3.5e+09
3.274030213452475e-08	0.67916703	0.72464305	0.0033027732	0.09634447	45	3.5e+09
3.274615389365743e-08	0.68111503	0.7227607	0.0031462838	0.09869583	45	3.5e+09
3.2750543858916624e-08	0.6825006	0.72141427	0.0029957038	0.100342	45	3.5e+09
3.275639843233177e-08	0.6842249	0.7197304	0.0027533278	0.102330536	45	3.5e+09
3.2760788446831476e-08	0.6854108	0.7185666	0.0025425903	0.10364086	45	3.5e+09
3.276517837942812e-08	0.6864936	0.71750015	0.0023091035	0.10477486	45	3.5e+09
3.2771029685081414e-08	0.68776095	0.71624696	0.00196614	0.10599089	45	3.5e+09
3.2775419479406485e-08	0.6885696	0.7154447	0.0016879635	0.106671564	45	3.5e+09
3.278127197370944e-08	0.689445	0.7145733	0.0012938954	0.10727392	45	3.5e+09
3.2785661949630635e-08	0.68994254	0.7140767	0.0009842446	0.107504144	45	3.5e+09
3.279005274609421e-08	0.690299	0.71372014	0.00066547457	0.10755969	45	3.5e+09
3.279590725716086e-08	0.69054925	0.7134686	0.00023116103	0.10739355	45	3.5e+09
3.280029800969152e-08	0.6905661	0.7134504	-9.782503e-05	0.10712184	45	3.5e+09
3.2806150679249985e-08	0.69036007	0.71365386	-0.0005351932	0.10660492	45	3.5e+09
3.281054080335926e-08	0.6900356	0.7139757	-0.00085863017	0.10613389	45	3.5e+09
3.281639402958711e-08	0.68938065	0.7146249	-0.0012781824	0.10544013	45	3.5e+09
3.282078236006066e-08	0.6887282	0.7152706	-0.0015802936	0.104893334	45	3.5e+09
3.28251712082611e-08	0.68794274	0.71604645	-0.0018686992	0.10434025	45	3.5e+09
3.283102506144165e-08	0.68669975	0.7172705	-0.0022273825	0.103604555	45	3.5e+09
3.2835413953551806e-08	0.68563133	0.71831894	-0.0024735325	0.10306312	45	3.5e+09
3.2841265632666866e-08	0.68404156	0.71987236	-0.0027668846	0.102347456	45	3.5e+09
3.284565570854997e-08	0.68273824	0.7211402	-0.0029580337	0.10180404	45	3.5e+09
3.28500452513453e-08	0.6813527	0.7224821	-0.0031222142	0.10124239	45	3.5e+09
3.285589716147033e-08	0.6793988	0.7243648	-0.0032963103	0.10044191	45	3.5e+09
3.286028687807725e-08	0.67787	0.72583	-0.00339151	0.09977814	45	3.5e+09
3.286614143860524e-08	0.6757732	0.7278284	-0.0034692262	0.09877988	45	3.5e+09
3.2870530110940523e-08	0.67417705	0.7293411	-0.0034896266	0.09793374	45	3.5e+09
3.2876381151771676e-08	0.6720448	0.73135036	-0.0034656827	0.09665255	45	3.5e+09
3.2880770300296005e-08	0.670462	0.7328338	-0.0034093736	0.095573686	45	3.5e+09
3.288515939176612e-08	0.66891044	0.7342812	-0.0033206034	0.094389625	45	3.5e+09
3.289101121129885e-08	0.66691655	0.73613185	-0.003153063	0.092668355	45	3.5e+09
3.289540011497219e-08	0.6654961	0.73744386	-0.002991955	0.091280855	45	3.5e+09
3.290125431377808e-08	0.66372865	0.7390692	-0.0027325728	0.089334466	45	3.5e+09
3.290564451440301e-08	0.66251576	0.74018013	-0.0025070675	0.08783472	45	3.5e+09
3.291003432236455e-08	0.66141313	0.7411873	-0.0022574018	0.08632698	45	3.5e+09
3.2915885136673075e-08	0.6601341	0.7423527	-0.0018912635	0.08435006	45	3.5e+09
3.292027428854899e-08	0.65933	0.743084	-0.0015950322	0.08292523	45	3.5e+09
3.29261276600386e-08	0.6584808	0.7438562	-0.0011767418	0.08115928	45	3.5e+09
3.2930517877535034e-08	0.65801954	0.7442763	-0.00084958615	0.07996235	45	3.5e+09
3.2936372024275776e-08	0.6576474	0.7446176	-0.00040156266	0.0785842	45	3.5e+09
3.294076054625846e-08	0.6575541	0.74470663	-6.1158455e-05	0.07773686	45	3.5e+09
3.294514906781883e-08	0.6576209	0.7446515	0.0002794401	0.07735986	45	3.5e+09
3.2951000517677806e-08	0.6579573	0.7443556	0.00072815083	0.07780438	45	3.5e+09
3.295539059372109e-08	0.6583915	0.74396944	0.0010565033	0.07788179	45	3.5e+09
3.296124393506906e-08	0.6592041	0.7432422	0.0014772543	0.07763317	45	3.5e+09
3.29656342373401e-08	0.6599805	0.7425441	0.0017761722	0.07718691	45	3.5e+09
3.2970024252614174e-08	0.6608908	0.74172205	0.002057659	0.07714052	45	3.5e+09
3.297587888158718e-08	0.6622972	0.74044603	0.0024014919	0.07812426	45	3.5e+09
3.298026845180396e-08	0.66348195	0.7393659	0.0026325798	0.07909128	45	3.5e+09
3.2986119906804955e-08	0.66521204	0.73778003	0.0029011276	0.08066222	45	3.5e+09
3.299050916990784e-08	0.6666062	0.73649496	0.0030706679	0.08203245	45	3.5e+09
3.299636043429373e-08	0.6685674	0.73467684	0.0032514303	0.084083624	45	3.5e+09
3.300142594235375e-08	0.67033595	0.733027	0.003361464	0.086029194	45	4e+09
3.300583674550098e-08	0.6719001	0.7315602	0.0033812022	0.08782045	45	4e+09
3.3010245418748146e-08	0.6734463	0.7301027	0.0033172378	0.08967454	45	4e+09
3.301611743405767e-08	0.6754156	0.7282362	0.0031088388	0.09218141	45	4e+09
3.302051991527239e-08	0.67678005	0.72693574	0.0028672135	0.09405321	45	4e+09
3.302638881898381e-08	0.6783913	0.7253918	0.0024442472	0.09647388	45	4e+09
3.303078723988051e-08	0.6794088	0.72441185	0.0020621885	0.098188825	45	4e+09
3.303518424570943e-08	0.68023866	0.72360903	0.0016346541	0.09978592	45	4e+09
3.304104422189554e-08	0.681024	0.7228451	0.0010112629	0.10168021	45	4e+09
3.304543836175327e-08	0.68135667	0.7225182	0.00051732926	0.10290019	45	4e+09
3.305129426065752e-08	0.6814461	0.72242403	-0.00015539702	0.10422228	45	4e+09
3.305568617784137e-08	0.6812462	0.72261095	-0.00065649475	0.10496902	45	4e+09
3.306007780091832e-08	0.68082225	0.7230142	-0.0011425288	0.10550071	45	4e+09
3.30659358911638e-08	0.6799242	0.7238714	-0.0017494374	0.105881535	45	4e+09
3.307032770557986e-08	0.67902017	0.72473454	-0.0021607194	0.10593059	45	4e+09
3.307618224456417e-08	0.6775435	0.7261414	-0.0026339712	0.105712764	45	4e+09
3.308057361490319e-08	0.67626274	0.7273579	-0.0029227778	0.10536705	45	4e+09
3.3086427115393955e-08	0.6743765	0.7291429	-0.0032076184	0.104704164	45	4e+09
3.309081782750228e-08	0.67286634	0.73056555	-0.003340001	0.10408928	45	4e+09
3.30952080654965e-08	0.67131096	0.73202497	-0.0033990878	0.10339918	45	4e+09
3.310106310506971e-08	0.669225	0.7339727	-0.0033611464	0.10239586	45	4e+09
3.310545305103563e-08	0.6676972	0.7353924	-0.0032452045	0.10159738	45	4e+09
3.311130581520972e-08	0.6657743	0.737171	-0.002977282	0.10048471	45	4e+09
3.311569580272028e-08	0.6644608	0.73838085	-0.0026956685	0.09962064	45	4e+09
3.312008633478652e-08	0.6632927	0.7394535	-0.0023502137	0.098728485	45	4e+09
3.312593889297387e-08	0.6620114	0.74062693	-0.00180126	0.09749078	45	4e+09
3.3130328971221555e-08	0.6612898	0.741287	-0.001332714	0.09651843	45	4e+09
3.3136184771837954e-08	0.66068643	0.74183995	-0.0006480993	0.09515617	45	4e+09
3.314057589824825e-08	0.6605237	0.74199134	-0.00010211177	0.0940805	45	4e+09
3.314642977794483e-08	0.6607122	0.7418259	0.0006502616	0.092578135	45	4e+09
3.3150820435292514e-08	0.6611633	0.7414206	0.0012195145	0.091415465	45	4e+09
3.315521049210572e-08	0.66187817	0.7407746	0.0017812435	0.09023388	45	4e+09
3.3161062824879365e-08	0.66322875	0.73954815	0.0025004707	0.088661164	45	4e+09
3.3165452640732896e-08	0.66452366	0.7383666	0.0030046115	0.08751207	45	4e+09
3.317130662259078e-08	0.6665915	0.7364692	0.0036114964	0.086071506	45	4e+09
3.3175695802344075e-08	0.6683671	0.7348297	0.004006019	0.08509669	45	4e+09
3.318008582998855e-08	0.6703056	0.7330294	0.004339897	0.08424104	45	4e+09
3.3185937928366844e-08	0.6730885	0.730426	0.0046787234	0.08333511	45	4e+09
3.319032697824846e-08	0.6752803	0.7283595	0.004845844	0.082864046	45	4e+09
3.319617816626194e-08	0.6782729	0.7255155	0.004944624	0.082545854	45	4e+09
3.320056814822109e-08	0.68052226	0.72335994	0.0049221576	0.08255597	45	4e+09
3.320642312932991e-08	0.6834554	0.72052616	0.004761195	0.08291444	45	4e+09
3.3210813098839516e-08	0.6855558	0.71848065	0.0045429445	0.08343673	45	4e+09
3.321520370188861e-08	0.68753105	0.71654403	0.004243294	0.08416946	45	4e+09
3.322105698505718e-08	0.68990964	0.7141951	0.0037235802	0.085448004	45	4e+09
3.322544694787138e-08	0.69146097	0.71265227	0.0032502415	0.086607195	45	4e+09
3.3231299070469205e-08	0.69316447	0.71094745	0.002520382	0.088375285	45	4e+09
3.323568840089047e-08	0.69413644	0.7099686	0.0019090855	0.08983082	45	4e+09
3.324007807969563e-08	0.69482327	0.70927274	0.0012530364	0.0913606	45	4e+09
3.3245933012285876e-08	0.6952672	0.7088165	0.00032583703	0.09345856	45	4e+09
3.325032268912211e-08	0.695231	0.7088446	-0.000394381	0.09502684	45	4e+09
3.325617567619486e-08	0.69467914	0.7093876	-0.0013663563	0.09704027	45	4e+09
3.326056531757767e-08	0.69388646	0.7101736	-0.0020887933	0.0984566	45	4e+09
3.3266417073807254e-08	0.692334	0.7117127	-0.003020591	0.10016215	45	4e+09
3.3270807333246024e-08	0.6908111	0.7132181	-0.003681038	0.10127424	45	4e+09
3.3275197133868315e-08	0.6889989	0.71500236	-0.004295749	0.10222428	45	4e+09
3.328105039783672e-08	0.68616885	0.71777135	-0.0050260313	0.1032229	45	4e+09
3.328544003372878e-08	0.6837708	0.7201009	-0.0054940833	0.10376754	45	4e+09
3.329129211293875e-08	0.6802652	0.7234772	-0.005995684	0.10422917	45	4e+09
3.3295681507502004e-08	0.6774514	0.7261631	-0.006270831	0.104391165	45	4e+09
3.3300070970643274e-08	0.67452335	0.72893476	-0.006452984	0.10441233	45	4e+09
3.330592185928797e-08	0.67051727	0.732689	-0.006544269	0.10425265	45	4e+09
3.3310312295155445e-08	0.6674928	0.73549503	-0.006496057	0.10401238	45	4e+09
3.3316165720862104e-08	0.663525	0.7391393	-0.006275307	0.10356651	45	4e+09
3.332055516346852e-08	0.6606597	0.7417456	-0.0059943483	0.10314999	45	4e+09
3.332640909965638e-08	0.6570745	0.7449774	-0.0054720854	0.10249611	45	4e+09
3.3330799142335246e-08	0.6546215	0.7471703	-0.004976452	0.101937674	45	4e+09
3.333519024358526e-08	0.6524174	0.74912864	-0.004399051	0.10131431	45	4e+09
3.334104325239996e-08	0.64993376	0.7513225	-0.0035168102	0.1003652	45	4e+09
3.3345433281402385e-08	0.6484557	0.75262266	-0.002783054	0.0995505	45	4e+09
3.3351288034395994e-08	0.6470508	0.753857	-0.0017288275	0.09830489	45	4e+09
3.335567735298179e-08	0.6464498	0.7543875	-0.00089688564	0.09724063	45	4e+09
3.3360067126422043e-08	0.6462523	0.7545677	-4.2881617e-05	0.09605094	45	4e+09
3.3365920738211935e-08	0.6466286	0.75425315	0.001108109	0.094282046	45	4e+09
3.3370310369807484e-08	0.64739	0.75360036	0.0019637162	0.09282989	45	4e+09
3.337616340948198e-08	0.6490277	0.7521835	0.0030702818	0.090753615	45	4e+09
3.3380553249413344e-08	0.6507021	0.75072396	0.003858436	0.08912845	45	4e+09
3.3386408905627586e-08	0.6534865	0.74827707	0.004831604	0.08692977	45	4e+09
3.339079916830305e-08	0.6559483	0.74609435	0.005488447	0.08530471	45	4e+09
3.339518913217519e-08	0.65869105	0.74364156	0.0060718013	0.083750114	45	4e+09
3.34010431074559e-08	0.66271645	0.7400028	0.0067203306	0.08185331	45	4e+09
3.340543341723603e-08	0.6659543	0.737042	0.0071000294	0.08061782	45	4e+09
3.3411285806125665e-08	0.6704726	0.73285925	0.0074527212	0.07928492	45	4e+09
3.341567646525793e-08	0.6739508	0.72959846	0.0075966017	0.078562185	45	4e+09
3.342006674432404e-08	0.6774493	0.7262822	0.0076339464	0.0780983	45	4e+09
3.3425922034708e-08	0.6820618	0.72185296	0.007516256	0.07792009	45	4e+09
3.3430312526807485e-08	0.6854177	0.7185893	0.0073032267	0.07811815	45	4e+09
3.343616617986519e-08	0.6896666	0.71440613	0.00685737	0.07882603	45	4e+09
3.3440556362033554e-08	0.6926279	0.7114562	0.0064068907	0.07967904	45	4e+09
3.344640926310574e-08	0.6961988	0.7078601	0.005662397	0.08121367	45	4e+09
3.345079866332262e-08	0.69854754	0.70547116	0.0050055105	0.08263328	45	4e+09
3.3455187650510465e-08	0.700578	0.7033898	0.0042737206	0.084254496	45	4e+09
3.3461041192819686e-08	0.7027444	0.7011513	0.0031980611	0.086666435	45	4e+09
3.346543170569953e-08	0.703934	0.69991297	0.0023305477	0.0886174	45	4e+09
3.3471286694569334e-08	0.7049067	0.6988915	0.0011151251	0.09132989	45	4e+09
3.3475677032158586e-08	0.7051609	0.6986176	0.00017607209	0.09339786	45	4e+09
3.34800680882568e-08	0.7050005	0.6987741	-0.0007724185	0.09544431	45	4e+09
3.3485920163178476e-08	0.70414084	0.6996521	-0.0020279964	0.09807019	45	4e+09
3.3490311313149074e-08	0.7030172	0.7008036	-0.002946487	0.09991148	45	4e+09
3.3496165922261584e-08	0.7009007	0.7029668	-0.0041146106	0.102130786	45	4e+09
3.3500556423678986e-08	0.698871	0.70503014	-0.0049318373	0.10358208	45	4e+09
3.3506410993545686e-08	0.6956172	0.7083134	-0.005920462	0.10518838	45	4e+09
3.351080200252207e-08	0.6928026	0.7111279	-0.00657183	0.106137834	45	4e+09
3.3515191945746846e-08	0.6897053	0.71419775	-0.0071348175	0.10686341	45	4e+09
3.352104486543968e-08	0.6852015	0.7186104	-0.007733511	0.107498035	45	4e+09
3.3525435995784526e-08	0.68159795	0.7220982	-0.008059568	0.10774331	45	4e+09
3.353129121443049e-08	0.6765834	0.72688913	-0.008320087	0.10780537	45	4e+09
3.353568172316251e-08	0.6727324	0.73051995	-0.008380362	0.107682325	45	4e+09
3.354007265965843e-08	0.6688629	0.7341271	-0.008323114	0.107444696	45	4e+09
3.3545926326592516e-08	0.663771	0.73881173	-0.0080647925	0.10698796	45	4e+09
3.3550316421416197e-08	0.66007453	0.74216956	-0.0077376054	0.10656514	45	4e+09
3.3556168652457575e-08	0.6554144	0.7463534	-0.007131809	0.10591141	45	4e+09
3.356055901725124e-08	0.65218735	0.74921906	-0.006558174	0.10535061	45	4e+09
3.356641317334506e-08	0.64833754	0.7526062	-0.005649617	0.10449408	45	4e+09
3.357080397051536e-08	0.6458482	0.75477964	-0.004872914	0.10374394	45	4e+09
3.357519365416142e-08	0.64374465	0.75660735	-0.0040269494	0.102876976	45	4e+09
3.35810475455317e-08	0.6415948	0.7584702	-0.0028117027	0.101489194	45	4e+09
3.3585437326290236e-08	0.64050776	0.7594144	-0.0018519007	0.10024437	45	4e+09
3.359128974903099e-08	0.6397909	0.76004785	-0.0005335463	0.098275125	45	4e+09
3.359567992997656e-08	0.63981396	0.7600465	0.00046634983	0.09654811	45	4e+09
3.360006978711562e-08	0.64031804	0.75963604	0.0014599155	0.09460881	45	4e+09
3.3605922925684805e-08	0.64172333	0.7584606	0.0027509613	0.091714665	45	4e+09
3.361031272681696e-08	0.6433058	0.75712097	0.0036765332	0.089343145	45	4e+09
3.361616693766588e-08	0.6460742	0.7547526	0.0048297257	0.085994504	45	4e+09
3.3620556826583856e-08	0.648602	0.752567	0.0056183594	0.08341528	45	4e+09
3.362640855039397e-08	0.65250075	0.7491572	0.0065480336	0.079992935	45	4e+09
3.363079929708823e-08	0.65576607	0.74626607	0.0071423757	0.07891757	45	4e+09
3.363518965433178e-08	0.6592694	0.74312896	0.0076394384	0.08126362	45	4e+09
3.364104519689174e-08	0.6642243	0.7386302	0.00814027	0.08394867	45	4e+09
3.36454362937872e-08	0.668083	0.7350761	0.00838821	0.08557362	45	4e+09
3.365129291012927e-08	0.6733182	0.7301832	0.008543094	0.08713618	45	4e+09
3.3655684309364794e-08	0.67724043	0.7264628	0.008525924	0.08780958	45	4e+09
3.3660075793552735e-08	0.6811022	0.72275364	0.008395066	0.08802545	45	4e+09
3.366593043448244e-08	0.6860695	0.71791446	0.008047665	0.08758024	45	4e+09
3.367032127077725e-08	0.6895979	0.7144296	0.0076623443	0.08669535	45	4e+09
3.367617551740753e-08	0.69395655	0.7100698	0.006992477	0.08480023	45	4e+09
3.368056551061427e-08	0.6969147	0.7070755	0.0063819876	0.082873404	45	4e+09
3.368642052734534e-08	0.70037967	0.70353115	0.0054391073	0.079685025	45	4e+09
3.3690810770278997e-08	0.7025787	0.70126057	0.004647846	0.07687865	45	4e+09
3.3695201762795335e-08	0.70440793	0.699359	0.0037957586	0.07848924	45	4e+09
3.37010551246213e-08	0.7062359	0.69744605	0.0025849838	0.08237725	45	4e+09
3.3705446447102946e-08	0.7071295	0.696505	0.0016358788	0.08550665	45	4e+09
3.371130071950028e-08	0.7076651	0.69593585	0.0003398595	0.08984876	45	4e+09
3.37156907853097e-08	0.7075693	0.69603074	-0.0006385552	0.09314507	45	4e+09
3.3720081508811834e-08	0.7070477	0.6965716	-0.0016084766	0.0963996	45	4e+09
3.372593709071156e-08	0.70569974	0.6979715	-0.0028665457	0.10054648	45	4e+09
3.373032810696898e-08	0.7042141	0.69950926	-0.0037672543	0.103419386	45	4e+09
3.373618251273599e-08	0.7016319	0.7021661	-0.004888566	0.10681031	45	4e+09
3.374057362761034e-08	0.6992724	0.70457494	-0.0056554214	0.10894552	45	4e+09
3.3746429227634464e-08	0.695614	0.7082741	-0.006559596	0.111161865	45	4e+09
3.375082115340299e-08	0.69252837	0.711361	-0.0071370946	0.1123154	45	4e+09
3.375521242156633e-08	0.68919146	0.7146658	-0.007619444	0.11302051	45	4e+09
3.3761068094787376e-08	0.68442214	0.7193296	-0.008103618	0.11329236	45	4e+09
3.3765458224416197e-08	0.68066555	0.72295505	-0.008340969	0.11304112	45	4e+09
3.37713111512259e-08	0.6755088	0.72786486	-0.008483773	0.1122074	45	4e+09
3.377570129169234e-08	0.67159575	0.7315402	-0.008458761	0.11129612	45	4e+09
3.378009189969923e-08	0.6677024	0.73515517	-0.008320746	0.11023168	45	4e+09
3.378594589125913e-08	0.66263497	0.73979944	-0.007964572	0.10870294	45	4e+09
3.3790336096240765e-08	0.65899605	0.7430936	-0.007573256	0.10756024	45	4e+09
3.379619054166404e-08	0.6544562	0.7471574	-0.0068963026	0.10613165	45	4e+09
3.380057998829105e-08	0.65134984	0.74991006	-0.006281743	0.105163395	45	4e+09
3.380643159325748e-08	0.6476898	0.7531267	-0.0053363116	0.10399861	45	4e+09
3.381082161490244e-08	0.645356	0.75516474	-0.0045452933	0.1031795	45	4e+09
3.381521108421639e-08	0.64341307	0.75685567	-0.003696538	0.10235096	45	4e+09
3.382106399259091e-08	0.64147645	0.7585407	-0.0024953745	0.10111493	45	4e+09
3.382545444923154e-08	0.6405403	0.7593607	-0.0015584267	0.09999749	45	4e+09
3.383131081012262e-08	0.6400035	0.75984764	-0.0002852044	0.098121926	45	4e+09
3.383570239511344e-08	0.6401398	0.75975454	0.00067028217	0.09635686	45	4e+09
3.384009404217434e-08	0.6407335	0.7592712	0.0016120735	0.09424659	45	4e+09
3.384594878004958e-08	0.6422158	0.75803274	0.0028246692	0.09088637	45	4e+09
3.3850339856175484e-08	0.64382076	0.75667375	0.0036864064	0.08798001	45	4e+09
3.385619472503611e-08	0.64656883	0.75432056	0.0047506075	0.08369024	45	4e+09
3.3860585407201816e-08	0.64904356	0.7521779	0.0054719504	0.080262505	45	4e+09
3.386644098030287e-08	0.65282404	0.7488662	0.0063146204	0.08211751	45	4e+09
3.387083150009182e-08	0.65596384	0.74608207	0.0068470933	0.08565378	45	4e+09
3.387522108806588e-08	0.65931386	0.7430784	0.007287334	0.08891458	45	4e+09
3.3881073327955465e-08	0.664026	0.7387964	0.0077227443	0.09271086	45	4e+09
3.388546336107e-08	0.66768193	0.7354288	0.007931369	0.09504569	45	4e+09
3.3891316608511014e-08	0.67262423	0.7308127	0.008048839	0.097338185	45	4e+09
3.3895706859141575e-08	0.6763195	0.72731346	0.008016169	0.098368034	45	4e+09
3.390009736973274e-08	0.67995274	0.72383285	0.007881331	0.0987569	45	4e+09
3.3905953361741124e-08	0.6846244	0.7192986	0.0075471634	0.09824779	45	4e+09
3.391034449610923e-08	0.6879426	0.71603787	0.0071860715	0.09709993	45	4e+09
3.3916197951054685e-08	0.6920455	0.7119591	0.0065675685	0.0946044	45	4e+09
3.392058893160713e-08	0.69483846	0.70915323	0.006009159	0.09207322	45	4e+09
3.3926442939107504e-08	0.6981242	0.705822	0.005153201	0.08793387	45	4e+09
3.393083512573204e-08	0.7002269	0.7036729	0.0044383663	0.08434228	45	4e+09
3.393522631554107e-08	0.7019941	0.70185655	0.0036717276	0.080407344	45	4e+09
3.394108353817286e-08	0.70379996	0.69999135	0.0025853547	0.0768802	45	4e+09
3.394547522517292e-08	0.7047236	0.6990339	0.0017363714	0.0808558	45	4e+09
3.3951329784832313e-08	0.70536566	0.6983675	0.00057895767	0.08635669	45	4e+09
3.395572087574758e-08	0.7054004	0.6983317	-0.00029433836	0.09052314	45	4e+09
3.396011213598527e-08	0.70505303	0.6986923	-0.0011600989	0.09463153	45	4e+09
3.3965966596475635e-08	0.7040047	0.6997769	-0.0022841208	0.09986785	45	4e+09
3.397035790155297e-08	0.7027921	0.7010258	-0.0030910973	0.10349904	45	4e+09
3.3976215387416325e-08	0.7006329	0.7032358	-0.004100427	0.10778709	45	4e+09
3.398060765883254e-08	0.69863236	0.70526904	-0.004794902	0.11049037	45	4e+09
3.3986463057746355e-08	0.6955011	0.70842385	-0.0056213485	0.113298155	45	4e+09
3.399085347356242e-08	0.69284093	0.7110785	-0.0061566546	0.114747204	45	4e+09
3.39952436957047e-08	0.68994856	0.71393967	-0.0066122497	0.11561436	45	4e+09
3.40010977880967e-08	0.6857904	0.7180077	-0.007086302	0.11588325	45	4e+09
3.4005487459191356e-08	0.6824961	0.72119385	-0.007336116	0.11547012	45	4e+09
3.401134344154496e-08	0.677944	0.72554505	-0.0075227725	0.11423172	45	4e+09
3.4015735215933934e-08	0.67446804	0.7288286	-0.007550785	0.112915814	45	4e+09
3.4020126300547384e-08	0.670989	0.73208266	-0.0074826335	0.11139213	45	4e+09
3.40259808201127e-08	0.66642237	0.7363059	-0.007244427	0.10924169	45	4e+09
3.4030370835252e-08	0.6631105	0.7393362	-0.006958763	0.107678436	45	4e+09
3.403622366945166e-08	0.6589278	0.743126	-0.0064429333	0.10582286	45	4e+09
3.404061421645948e-08	0.65601885	0.74573874	-0.005961724	0.10467165	45	4e+09
3.404500487871773e-08	0.65334934	0.74812114	-0.0054069874	0.10374163	45	4e+09
3.4050861292915213e-08	0.6502223	0.7508956	-0.0045659184	0.102802075	45	4e+09
3.405525235554673e-08	0.64824307	0.7526451	-0.0038705827	0.10224356	45	4e+09
3.406110692500494e-08	0.6461401	0.7545022	-0.0028750612	0.10152213	45	4e+09
3.4065497749772545e-08	0.6449907	0.755521	-0.002090062	0.10085538	45	4e+09
3.407135209201615e-08	0.6440545	0.7563633	-0.0010120085	0.099587075	45	4e+09
3.407574396513144e-08	0.6438088	0.7566015	-0.00019344532	0.09822105	45	4e+09
3.408013452861878e-08	0.6439555	0.7565015	0.00062150625	0.0964126	45	4e+09
