t	mx	my	mz	MaxAngle	phi	f_RF
7.198403985630661e-10	0.39070654	0.9145252	0.0019415255	0.1099398	65	5000000000.0
7.242290996737126e-10	0.39199468	0.91398335	0.0024234238	0.109650955	65	5000000000.0
7.300812830673565e-10	0.39412487	0.9130802	0.0030072012	0.10919849	65	5000000000.0
7.344698898957186e-10	0.39599863	0.9122794	0.0033898733	0.10879961	65	5000000000.0
7.403203144072892e-10	0.39880562	0.9110695	0.003812084	0.10818086	65	5000000000.0
7.447087800944983e-10	0.40109676	0.9100731	0.004054329	0.107655145	65	5000000000.0
7.505616928241144e-10	0.40432477	0.90865564	0.004267933	0.106878504	65	5000000000.0
7.549505416955293e-10	0.40681946	0.9075497	0.004340868	0.10624806	65	5000000000.0
7.593392755590341e-10	0.40932828	0.90642816	0.0043361704	0.105775446	65	5000000000.0
7.651912001816243e-10	0.4126176	0.90494335	0.0042074155	0.10616878	65	5000000000.0
7.69580106300661e-10	0.4149843	0.9038649	0.004019668	0.106187895	65	5000000000.0
7.754309164662795e-10	0.41792202	0.90251446	0.0036520264	0.10586235	65	5000000000.0
7.798199709996763e-10	0.41990912	0.9015933	0.0032932076	0.10537952	65	5000000000.0
7.842088770496268e-10	0.42166758	0.900773	0.0028691927	0.10472013	65	5000000000.0
7.900617270783171e-10	0.42359763	0.8998662	0.0022142115	0.10361781	65	5000000000.0
7.944507786839975e-10	0.42469558	0.89934725	0.0016665298	0.1026684	65	5000000000.0
8.003032570731176e-10	0.4256486	0.8988941	0.00087882305	0.10130194	65	5000000000.0
8.04692479044811e-10	0.42595777	0.89874494	0.00025856067	0.100242	65	5000000000.0
8.105428556669917e-10	0.42581028	0.898811	-0.0005861685	0.099885784	65	5000000000.0
8.149315346512318e-10	0.42527634	0.89906067	-0.0012181528	0.09988219	65	5000000000.0
8.193203516678022e-10	0.4243845	0.8994787	-0.0018354907	0.09999093	65	5000000000.0
8.251726712054222e-10	0.4226592	0.9002861	-0.0026155103	0.10030986	65	5000000000.0
8.295607931285979e-10	0.4209884	0.90106475	-0.0031532655	0.10067466	65	5000000000.0
8.354130383751286e-10	0.4183074	0.90230685	-0.0037874228	0.101320796	65	5000000000.0
8.3980131222531e-10	0.4160005	0.9033681	-0.004188285	0.101910144	65	5000000000.0
8.441901866939018e-10	0.41348198	0.9045183	-0.004515941	0.102572985	65	5000000000.0
8.500403414311961e-10	0.40987247	0.9061513	-0.0048270775	0.1035469	65	5000000000.0
8.544290431072372e-10	0.40703744	0.9074211	-0.0049596103	0.10432021	65	5000000000.0
8.602812302887065e-10	0.40318415	0.90912867	-0.0049956827	0.10537102	65	5000000000.0
8.646696189273106e-10	0.40030843	0.9103894	-0.004915702	0.10615077	65	5000000000.0
8.70522229114122e-10	0.39659294	0.9120008	-0.004667897	0.10714525	65	5000000000.0
8.749106154055979e-10	0.39396447	0.9131287	-0.004379986	0.10783805	65	5000000000.0
8.792994221350061e-10	0.39152637	0.9141659	-0.0040097376	0.10846975	65	5000000000.0
8.851492851407067e-10	0.38865325	0.91537696	-0.0033994995	0.10919466	65	5000000000.0
8.895377586082311e-10	0.38683462	0.916137	-0.0028645636	0.10964551	65	5000000000.0
8.95389497839185e-10	0.38492706	0.91692835	-0.0020664006	0.11011133	65	5000000000.0
8.997783164122314e-10	0.38392192	0.9173426	-0.001417971	0.11035839	65	5000000000.0
9.041673685653068e-10	0.38330564	0.917595	-0.0007396391	0.11052064	65	5000000000.0
9.100201003740852e-10	0.3831119	0.91767204	0.00019029755	0.110609226	65	5000000000.0
9.144087786136245e-10	0.38344443	0.9175329	0.0008904114	0.11058817	65	5000000000.0
9.202594619022308e-10	0.38451773	0.91708714	0.0018035517	0.11045522	65	5000000000.0
9.246485194310008e-10	0.38577932	0.91656256	0.0024573728	0.11028964	65	5000000000.0
9.305015929958682e-10	0.38803095	0.9156219	0.0032651091	0.10999737	65	5000000000.0
9.3489080229129e-10	0.39010888	0.91474825	0.0038083298	0.10973752	65	5000000000.0
9.392795030250069e-10	0.3924807	0.9137444	0.00428667	0.10945088	65	5000000000.0
9.451326476788084e-10	0.396029	0.9122285	0.0048084087	0.1090436	65	5000000000.0
9.495220879939963e-10	0.39891765	0.9109816	0.005102754	0.10872932	65	5000000000.0
9.553734168432047e-10	0.40297428	0.90921086	0.0053547584	0.10830997	65	5000000000.0
9.597629090115261e-10	0.40610144	0.9078297	0.005433184	0.1080024	65	5000000000.0
9.641521762665009e-10	0.4092382	0.90643007	0.005414194	0.10770284	65	5000000000.0
9.70005650330992e-10	0.41333887	0.90457845	0.0052367076	0.10732234	65	5000000000.0
9.743952568441557e-10	0.41628	0.9032347	0.0049915044	0.10705157	65	5000000000.0
9.802484813114366e-10	0.41992155	0.9015525	0.0045218808	0.10670906	65	5000000000.0
9.846369631742751e-10	0.42237696	0.9004062	0.0040700543	0.10646423	65	5000000000.0
9.904867817512978e-10	0.4251976	0.89907724	0.0033490737	0.106151335	65	5000000000.0
