f_RF	185deg	190deg	195deg	200deg	205deg	210deg	215deg	220deg	225deg	230deg	235deg	240deg	245deg	250deg	255deg	260deg	265deg	270deg	275deg	280deg	285deg	290deg	295deg	300deg	305deg	310deg	315deg	320deg	325deg	330deg	335deg	340deg	345deg	350deg	355deg	360deg
3000000000.0	0.0037787975	0.004455870000000001	0.0036194499999999963	0.003375915000000007	0.003201605000000024	0.003011900000000012	0.002797015000000014	0.0025809350000000064	0.0023513000000000006	0.002104280000000014	0.0018492000000000508	0.0015873050000000388	0.0013291999999999748	0.001071750000000038	0.0008129250000000199	0.0005527149999999814	0.0002942250000000368	3.231499999994947e-05	0.0002926999999999791	0.0005515750000000263	0.0008134499999999933	0.0010716649999999994	0.0013290499999999983	0.0015848000000000528	0.0018449350000000475	0.002099850000000014	0.0023472600000000177	0.0025767800000000007	0.0027948799999999996	0.0030082000000000164	0.0031975200000000092	0.0033752499999999963	0.0036223400000000017	0.003743415	0.0037821529999999964	0.0046891755
3100000000.0	0.004087272500000003	0.004022985000000007	0.0038174699999999895	0.0036735599999999924	0.0034570399999999946	0.0032539950000000095	0.0029843800000000087	0.0027330500000000146	0.0025090999999999863	0.002250489999999994	0.0019699000000000244	0.0016876699999999745	0.0014133449999999548	0.0011457800000000407	0.0008698400000000106	0.0005988299999999946	0.00030496999999996	1.1199999999988997e-05	0.0003074000000000132	0.0005927250000000162	0.0008810850000000037	0.0011408500000000266	0.0014131300000000402	0.0017039150000000003	0.0019759249999999895	0.0022355050000000265	0.0024820000000000397	0.0027323499999999945	0.002993200000000029	0.003238524999999992	0.003473730000000008	0.003654194999999999	0.0038168149999999734	0.004056010000000013	0.004112333000000003	0.004585143000000001
3200000000.0	0.004463825000000005	0.004383954999999995	0.004040884999999994	0.00401447499999999	0.0037454650000000034	0.0035290350000000137	0.003268099999999996	0.002976224999999999	0.0027175549999999826	0.002403070000000007	0.002135229999999988	0.0018338849999999796	0.0015280850000000124	0.0012489299999999814	0.0009487650000000181	0.0006477249999999879	0.0003196650000000245	1.0100000000012876e-05	0.0003213649999999624	0.0006451000000000096	0.0009528000000000314	0.0012505999999999906	0.0015281300000000164	0.0018286699999999767	0.0021173250000000032	0.0024254499999999957	0.002719719999999981	0.0029763600000000112	0.003253800000000029	0.0035077500000000317	0.0037681200000000137	0.004004279999999999	0.004040265000000015	0.004401959999999996	0.0044529550000000015	0.0047946989999999995
3300000000.0	0.004901885000000002	0.004696285000000008	0.00437095500000001	0.004393665000000019	0.004102750000000016	0.003828514999999977	0.003529400000000016	0.003248030000000013	0.0029336999999999835	0.002629500000000007	0.002305445000000017	0.001973249999999982	0.0016656800000000027	0.0013547500000000157	0.001041650000000005	0.0006986999999999965	0.0003259000000000456	9.680000000011901e-06	0.0003255249999999932	0.0007006500000000249	0.0010378250000000477	0.0013551299999999822	0.0016646699999999792	0.0019742999999999844	0.002304549999999961	0.0026194199999999834	0.002933925000000004	0.003250374999999972	0.003531249999999986	0.003831870000000015	0.004092575000000015	0.00439487999999999	0.0043708650000000016	0.004694685000000004	0.004894012499999996	0.0051442350000000005
3400000000.0	0.0055137749999999985	0.005030669999999987	0.004792705000000008	0.004890845000000005	0.004518185000000008	0.004210619999999998	0.0038779849999999727	0.003546270000000018	0.0031963650000000343	0.002861849999999999	0.002522964999999988	0.0021665799999999735	0.0018228849999999963	0.0014815750000000127	0.0011209000000000358	0.0007457000000000158	0.00033834999999998727	9.745000000005444e-06	0.0003368349999999798	0.0007428999999999908	0.0011245000000000283	0.0014887450000000135	0.0018231349999999757	0.002156765000000005	0.0025116499999999764	0.002871535000000036	0.003212364999999995	0.003547279999999986	0.003871049999999987	0.004186899999999993	0.004554909999999995	0.004879650000000013	0.00479273999999999	0.005044509999999988	0.005475488000000001	0.005659309
3500000000.0	0.006275027499999995	0.005537459999999994	0.005478474999999983	0.005469235000000017	0.0051367499999999955	0.00470986499999998	0.004327799999999993	0.003937529999999967	0.0035570000000000324	0.003174184999999996	0.0027705699999999722	0.0023837150000000085	0.0020032150000000026	0.001622874999999968	0.001203074999999998	0.0007806000000000202	0.0003614499999999854	1.0375000000006906e-05	0.00036098500000003586	0.0007836750000000392	0.0012014000000000191	0.0016258250000000252	0.0020032000000000383	0.0023795249999999935	0.002775525000000001	0.0031690999999999803	0.003561234999999996	0.003936429999999991	0.004316714999999971	0.004718244999999954	0.005126960000000014	0.005479810000000002	0.005470964999999994	0.005535930000000008	0.006298310000000001	0.0062449887
3600000000.0	0.007114727000000001	0.006019280000000002	0.006250439999999996	0.006054525000000005	0.005821929999999975	0.005372049999999962	0.004874199999999995	0.004431275000000012	0.004111150000000008	0.003630935000000002	0.00312543000000004	0.0026584350000000145	0.0022126499999999827	0.0017742499999999772	0.0012750149999999905	0.0008141999999999872	0.0003930799999999901	1.1274999999977275e-05	0.000400149999999988	0.0008216500000000071	0.001262299999999994	0.001743500000000009	0.002212999999999965	0.002730514999999989	0.0031650349999999827	0.003597050000000046	0.00401667	0.004432435000000012	0.004942349999999984	0.0053886999999999685	0.005825949999999996	0.006033495	0.006250520000000009	0.006050669999999994	0.007092540000000001	0.00692924075
3700000000.0	0.007884915	0.006621740000000001	0.0070519	0.006643164999999979	0.006425710000000001	0.005998200000000009	0.005505579999999954	0.0049979399999999785	0.004548699999999961	0.0040150499999999645	0.003532415000000011	0.003038984999999994	0.002479069999999972	0.00194755000000002	0.0013842649999999956	0.0008962000000000137	0.0004508999999999763	1.234999999999431e-05	0.000455350000000021	0.0008980699999999731	0.0013800599999999608	0.0019337999999999855	0.0024799349999999887	0.0030390499999999876	0.0035144500000000023	0.0040392799999999784	0.004544430000000044	0.004997250000000009	0.005492200000000003	0.005970445000000046	0.006449910000000003	0.006630269999999994	0.007054040000000011	0.006626085000000004	0.007862350000000004	0.007815630149999999
3800000000.0	0.008711765000000003	0.007403265000000006	0.007969189999999987	0.007333065	0.0071900950000000075	0.0067312750000000365	0.006163749999999968	0.005630964999999988	0.005026079999999988	0.0044253499999999946	0.003858430000000024	0.0032930349999999997	0.0027062749999999802	0.0020746249999999966	0.0015190499999999663	0.0010044300000000006	0.0005059699999999667	1.5000000000042757e-05	0.0005059000000000036	0.0010003700000000282	0.0015247999999999928	0.002074850000000017	0.0027053949999999993	0.0032930849999999734	0.003859900000000027	0.0044237699999999935	0.005024255000000033	0.005629315000000024	0.006165085000000015	0.00673294999999996	0.007187155000000001	0.007333549999999994	0.007976325000000006	0.0074031249999999965	0.008715590000000002	0.00895285365
3900000000.0	0.009573785000000001	0.008550445000000004	0.008983665000000002	0.008358255000000009	0.008042634999999992	0.0076243750000000166	0.0070131500000000235	0.006350424999999993	0.005605250000000006	0.004861800000000027	0.004234400000000027	0.0036147350000000356	0.0029332850000000077	0.0022619500000000126	0.0016752999999999907	0.001119250000000016	0.0005682699999999818	1.7669999999969654e-05	0.0005661849999999968	0.0011147499999999977	0.0016817499999999819	0.002272580000000024	0.0029329999999999634	0.0035992499999999983	0.004222900000000029	0.004870999999999959	0.005614869999999994	0.006350424999999993	0.007004080000000024	0.007616194999999992	0.008051310000000006	0.008370149999999993	0.008983069999999982	0.008537614999999998	0.009565655	0.0104048288
4000000000.0	0.010778767500000001	0.010161384999999995	0.0100914	0.009815114999999985	0.009174540000000009	0.00868279999999999	0.00801934999999998	0.007204025000000003	0.006285649999999976	0.005435200000000029	0.004694299999999985	0.00398666999999997	0.0032391250000000094	0.002557129999999963	0.0019146500000000177	0.0012707750000000018	0.0006410500000000319	2.143499999995857e-05	0.0006402500000000089	0.0012746499999999883	0.001910090000000031	0.0025588000000000277	0.0032422799999999863	0.003983400000000026	0.004700599999999999	0.005428034999999998	0.006288100000000019	0.007202770000000025	0.008015319999999992	0.008682420000000024	0.009178080000000005	0.009816540000000012	0.010090635000000014	0.010161675000000009	0.010781089999999993	0.0122175385
4100000000.0	0.013119266999999997	0.012778070000000002	0.012203274999999986	0.011977810000000005	0.011148914999999981	0.010435665000000038	0.00943851499999998	0.00835064999999996	0.007229899999999956	0.006242049999999999	0.005370020000000031	0.004523694999999994	0.003710950000000046	0.00294992500000002	0.0021968250000000134	0.0014562499999999923	0.0007322799999999741	2.6725000000005217e-05	0.0007339650000000031	0.001456410000000019	0.0021975499999999926	0.0029460299999999884	0.00371100000000002	0.004524925000000013	0.005369029999999997	0.006258829999999993	0.007251669999999988	0.008346980000000004	0.009403529999999993	0.010292200000000029	0.01128684000000002	0.012002860000000004	0.012204560000000003	0.012762709999999997	0.012954380000000001	0.0144362425
4200000000.0	0.01564737	0.015612155000000003	0.014819575000000001	0.014554234999999999	0.013727900000000015	0.012720270000000033	0.01147465000000003	0.010318049999999968	0.008953180000000005	0.007744925000000014	0.0066004749999999945	0.00539980000000001	0.0044717499999999966	0.0034846000000000044	0.002571800000000013	0.001709925000000001	0.0008547150000000059	3.5820000000019725e-05	0.0008544149999999973	0.0017027149999999658	0.0025951499999999905	0.0034669949999999727	0.004467975000000013	0.00544443499999997	0.006614235000000024	0.007778630000000009	0.008897529999999987	0.010315699999999983	0.011524855	0.012723249999999964	0.013731335000000011	0.014528215000000011	0.014818109999999995	0.015651335000000002	0.015621005000000007	0.016499874
4300000000.0	0.018102885	0.018267265000000005	0.01726743	0.01687406999999999	0.01605265	0.014902444999999986	0.013608020000000054	0.01228362999999999	0.010825750000000023	0.009488880000000033	0.008174724999999994	0.00677641499999998	0.005591029999999997	0.004369249999999991	0.0032417750000000023	0.002159024999999981	0.0010626499999999983	5.507999999998514e-05	0.0010622499999999868	0.002137	0.0032815199999999822	0.004369879999999993	0.005587850000000005	0.006774649999999993	0.008122499999999977	0.009534500000000001	0.010825114999999996	0.01229524999999998	0.013608600000000026	0.01489370000000001	0.016056700000000007	0.016871570000000002	0.017258560000000006	0.018259650000000002	0.018101790000000006	0.0183225415
4400000000.0	0.020364434999999993	0.020832155000000005	0.019888309999999992	0.019047545	0.018345010000000023	0.017181475	0.015712284999999993	0.014184749999999968	0.012657974999999988	0.011136380000000001	0.009620569999999995	0.008142550000000026	0.006729849999999982	0.005330735000000031	0.003964155000000025	0.002630449999999951	0.0013236349999999897	8.027499999996301e-05	0.0013156250000000425	0.002620834999999988	0.003973469999999979	0.005352880000000004	0.0067308500000000104	0.00812164999999998	0.00960690000000003	0.011148574999999994	0.012668975000000027	0.01418301999999999	0.01570863	0.01718185	0.018346710000000016	0.01905103999999999	0.019887589999999983	0.0208319	0.020364294999999998	0.0198470535
4500000000.0	0.020784692499999993	0.021335379999999987	0.020757575	0.020062860000000016	0.019366319999999992	0.018470619999999993	0.017275600000000002	0.015872419999999998	0.01434791000000002	0.01272829999999997	0.011055429999999977	0.009398450000000003	0.00777905000000001	0.006202735000000015	0.004634499999999986	0.0030780699999999883	0.0015493750000000195	0.00010757999999999601	0.0015501949999999765	0.0030819000000000263	0.004629249999999974	0.006201979999999996	0.007779199999999986	0.009397600000000006	0.011057299999999992	0.0127274	0.014347550000000042	0.015868099999999996	0.01726941500000001	0.018474149999999967	0.019367160000000022	0.020065454999999982	0.020759895	0.02133581999999999	0.020778905	0.0205332385
4600000000.0	0.019086918	0.019525735000000002	0.019181740000000003	0.018698679999999995	0.018203065000000018	0.01760480000000003	0.016809430000000014	0.01584333499999996	0.014697550000000004	0.013369419999999965	0.011887339999999968	0.01030635000000002	0.008671130000000027	0.006988665000000005	0.0052678800000000026	0.0035223500000000074	0.0017733000000000332	0.00014103500000001157	0.0017737199999999786	0.00352222499999999	0.005267500000000036	0.006989679999999998	0.008668349999999991	0.010306679999999957	0.011888249999999989	0.013366549999999977	0.01468913500000002	0.015841629999999995	0.01680710000000002	0.017600365000000007	0.01820566500000001	0.018707990000000008	0.019183260000000008	0.01951599000000001	0.019060229999999997	0.01901224475
4700000000.0	0.017027470000000003	0.01727179000000001	0.01709257	0.016574284999999994	0.01633944000000001	0.015827630000000037	0.01517033499999998	0.01443272000000001	0.013500365000000014	0.01251188000000003	0.011348750000000019	0.01004854999999999	0.008621215000000015	0.007073299999999949	0.005415765000000017	0.0036666200000000093	0.0018597499999999934	0.00015505999999998465	0.0018590749999999878	0.003667179999999992	0.005413879999999982	0.007070999999999994	0.008622029999999947	0.010048594999999994	0.01134934999999998	0.012506605000000004	0.013507749999999985	0.014431649999999963	0.015155105000000002	0.015854619999999986	0.016319	0.01657462499999998	0.017093195000000005	0.017270714999999992	0.017070427	0.0167858015
