f_RF	0deg	5deg	10deg	15deg	20deg	25deg	30deg	35deg	40deg	45deg	50deg	55deg	60deg	65deg	70deg	75deg	80deg	85deg	90deg	95deg	100deg	105deg	110deg	115deg	120deg	125deg	130deg	135deg	140deg	145deg	150deg	155deg	160deg	165deg	170deg	175deg	180deg
3000000000.0	0.0011326635499999999	0.00115313555	0.0011669263	0.0011515775000000002	0.0011327520500000001	0.0011294684500000002	0.0011202557	0.00111073545	0.00110275175	0.00109656	0.0010899008	0.0010865722000000001	0.0010818655000000002	0.001077666	0.0010741954	0.00107078905	0.0010701598	0.0010780487	0.0010369883	0.0010765860499999998	0.00107087185	0.0010708758	0.0010736615	0.00107785385	0.0010829025500000001	0.001086167	0.0010906027999999998	0.0010963360999999999	0.0011025585	0.00111084605	0.0011208026	0.0011290911499999999	0.0011328077	0.00115263385	0.00115471455	0.00115327105	0.00113267145
3100000000.0	0.00119068035	0.00120677185	0.00120778425	0.00118612255	0.0011870428500000002	0.00117931305	0.00116095045	0.001153409	0.00115385665	0.0011427604000000002	0.0011412657	0.00112791375	0.0011208857499999999	0.0011201464500000002	0.0011237391500000002	0.0011193009	0.00111535075	0.00111180375	0.0010897552	0.0011234401500000001	0.00112148105	0.00111253075	0.00111142945	0.00112004275	0.0011291296	0.0011355094	0.00113450905	0.00114172245	0.00115421705	0.00116086045	0.0011678364	0.0011725867	0.00118188365	0.00118568075	0.001213527	0.001211735	0.0011881814
3200000000.0	0.00126023185	0.0012769025499999999	0.0012704642	0.0012357779	0.001250319	0.00123912325	0.00123066625	0.00121189585	0.00121070505	0.0011978728	0.00119438855	0.0011883052	0.00117482065	0.0011774194	0.0011683463	0.00118241925	0.0011803459499999999	0.0011506484	0.0011376815500000002	0.0011510793	0.00118440435	0.0011761706	0.0011680378499999999	0.00117666565	0.0011749471	0.0011857444	0.00119458235	0.0011970314	0.00121082055	0.00121145825	0.00122674075	0.00124038295	0.00125027855	0.00123588	0.0012708156	0.0012793588	0.00125905035
3300000000.0	0.0013400624	0.0013545998	0.001334545	0.0012936258	0.0013310783500000002	0.0013088750000000001	0.0012942991	0.00128489115	0.00127057185	0.0012632072999999998	0.0012548297499999999	0.0012429981	0.00123904385	0.0012309067	0.00123828835	0.00123976595	0.00122960255	0.00119281765	0.00118204045	0.0011885832499999999	0.0012363899	0.0012335474	0.0012404226500000001	0.00123063985	0.0012397388499999999	0.0012464157499999999	0.0012502008999999998	0.0012661626000000001	0.00127087	0.00128494745	0.00129750045	0.0013051771999999999	0.0013330023	0.001293669	0.0013323306	0.0013556921	0.0013379577
3400000000.0	0.00143664765	0.0014701736000000002	0.00141016805	0.0013858436499999999	0.0014227626	0.0013931603	0.00137873565	0.00136820135	0.00134741505	0.00133533825	0.001328825	0.0013187272	0.00130984955	0.00130384295	0.0013064765000000002	0.00130515095	0.0012905305	0.0012340807	0.0012478174000000002	0.0012315074500000001	0.0012911686	0.0013036326	0.00130970315	0.00130389875	0.0013062632999999999	0.0013175493	0.0013279779	0.001338353	0.00134735325	0.0013599432	0.001378751	0.00140280785	0.0014409314	0.0013816384999999999	0.0013890543	0.00146048295	0.0014408528000000001
3500000000.0	0.0015663104	0.0016323909500000002	0.0015102341499999999	0.00154025085	0.0015617241499999998	0.00154349865	0.0015163156	0.00148300035	0.00146116645	0.00145033775	0.0014358722499999998	0.0014229191	0.00140438845	0.0013938752	0.0013886846499999998	0.0013654762	0.00134235135	0.0012996057	0.0013231985	0.00130272835	0.0013405931000000002	0.00136747585	0.0013857362	0.0013937633	0.0014068416	0.00141905655	0.00143886335	0.00144691075	0.0014614944	0.0014868927500000001	0.00151253795	0.001550104	0.00155998205	0.00154029925	0.00151134955	0.0016306045	0.0015698191000000001
3600000000.0	0.0017025666	0.0017548986000000002	0.0015808462	0.00167765175	0.00166599815	0.00166780645	0.00163206875	0.0016063224	0.0015943392	0.0015681876	0.00154686475	0.0015365083	0.0015155745000000002	0.0015001477499999999	0.0014631812	0.0014247278499999998	0.00140974615	0.0013908297	0.00141432255	0.0013823578000000001	0.0014078294	0.0014363238499999998	0.00146988235	0.00149935385	0.0015072576	0.0015406052499999999	0.00155634305	0.00157349005	0.00159361315	0.0016076203999999998	0.0016327161	0.0016585327000000001	0.0016547604	0.0016778206999999998	0.0015939219000000002	0.00176300375	0.0016970485
3700000000.0	0.0018754856999999999	0.00190802805	0.0016948810499999999	0.0018323341000000002	0.0017757639	0.00180354495	0.0017790909500000002	0.0017401426999999999	0.0017264264	0.0017018289	0.00168150845	0.00166618705	0.00164416455	0.00162683815	0.0015627380000000001	0.00155622435	0.0015111569500000002	0.0015296999000000001	0.0015454615500000001	0.00150230755	0.0015348503	0.0015344787	0.0015844276	0.0016282386500000002	0.0016374046	0.00166633735	0.00168542635	0.0017014025	0.0017253532999999999	0.00173984125	0.0017772904499999999	0.00180384945	0.0017755961	0.00183163495	0.0016949212500000001	0.0019055944	0.0018738505
3800000000.0	0.0020957732	0.002055019	0.00185709915	0.0019990796	0.00192754355	0.001956681	0.00193825425	0.0019104765	0.0018737996	0.00184448285	0.0018022632	0.0017757408500000001	0.00176369375	0.0017217771500000001	0.0016816943000000002	0.00165853955	0.0016385773	0.00165762725	0.0016684460499999999	0.00165547745	0.0016466272500000002	0.00165040445	0.00168552605	0.00172230435	0.0017639169999999998	0.0017810294	0.0017989772999999999	0.0018451611000000001	0.00187380005	0.0019086308	0.0019419244	0.00195457145	0.0019296580500000001	0.0019986654000000003	0.0018562919999999998	0.00205771585	0.00209444445
3900000000.0	0.0023786777	0.0022149488	0.00207274675	0.00219356925	0.0021371145	0.0021399913	0.0021394287	0.0021050201500000002	0.00205964665	0.0020004674	0.00194590795	0.0019155366	0.0018906328	0.0018426339499999999	0.00180127605	0.0017893129999999998	0.0017852865	0.0017969503	0.00180742335	0.00179165485	0.0017850863499999999	0.00179216385	0.00180722135	0.0018425527	0.00188699755	0.0019141183	0.00194442145	0.00200380915	0.0020590953	0.0021031408999999997	0.0021382846999999996	0.0021405543	0.0021392709	0.0021928508	0.00207134385	0.0022148563499999998	0.0023771836
